dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,ct_srv_src,ct_state_ttl,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_srv_dst,Decision
0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.728,0,0,0,0,0,0,0,0,0,0,46,0,1,2,1,1,1,0,0,1,No
0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.716,0,0,0,0,0,0,0,0,0,0,46,0,1,2,1,1,1,0,0,1,No
1.846569,tcp,-,FIN,108,22,135499,956,69.859293,254,252,581597.5625,3955.444092,51,1,16.843757,84.580523,1703.72313,100.251977,255,2250165550,1204644730,255,0.13071,0.070369,0.060341,1255,43,1,1,1,1,1,0,0,1,No
0.407744,tcp,-,FIN,10,6,534,268,36.787789,254,252,9437.293945,4394.914551,2,1,45.206556,66.396398,2233.011939,92.247484,255,1773719948,2941249735,255,0.131797,0.075759,0.056038,53,45,3,1,1,1,3,0,0,3,No
0.678248,tcp,-,FIN,10,6,534,268,22.115805,254,252,5673.440918,2642.101562,2,1,63.920778,107.122797,3435.51226,147.169437,255,410518633,1346710734,255,0.247744,0.142629,0.105115,53,45,3,1,1,1,3,0,0,3,No
1.210972,tcp,-,FIN,58,14,67963,612,58.63059,254,252,441245.5625,3758.964111,26,1,20.786176,86.975383,2032.86329,103.955039,255,193759962,2281017203,255,0.144211,0.080291,0.06392,1172,44,1,1,1,1,1,0,0,1,No
0.593415,tcp,-,FIN,10,6,534,268,25.277419,254,252,6484.500488,3019.808838,2,1,61.681778,103.502398,3250.222687,162.435359,255,3899034392,2563447225,255,0.146828,0.0759,0.070928,53,45,2,1,1,1,2,0,0,2,No
0.688988,tcp,-,FIN,10,6,534,268,21.771062,254,252,5585.00293,2600.91626,2,1,70.890889,121.620797,4286.539705,170.634406,255,3436380282,3506703434,255,0.127107,0.080877,0.04623,53,45,2,1,1,1,2,0,0,2,No
1.206482,tcp,-,FIN,10,8,534,354,14.090554,254,252,3189.438232,2055.562988,2,1,134.053556,152.038859,9068.621495,224.062969,255,1971809165,1084081500,255,0.182244,0.120346,0.061898,53,44,5,1,1,1,4,0,0,4,No
1.470332,tcp,-,FIN,60,14,68043,612,49.64865,254,252,364048.375,3095.899414,27,1,23.778289,107.734,2535.78521,173.211187,255,2900179044,1079751054,255,0.135427,0.069786,0.065641,1134,44,1,1,1,1,1,0,0,2,No
0.60035,tcp,-,FIN,10,6,534,268,24.985424,254,252,6409.594238,2984.925293,2,1,62.027778,104.019203,3380.378767,151.45975,255,976422861,3286359567,255,0.152435,0.080253,0.072182,53,45,5,1,1,1,4,0,0,4,No
0.451675,tcp,-,FIN,10,6,534,268,33.20972,254,252,8519.400391,3967.45459,2,1,48.092222,74.651,2477.824386,103.985328,255,2823493370,3046866488,255,0.119969,0.078418,0.041551,53,45,5,1,2,1,4,0,0,4,No
1.131606,tcp,-,FIN,60,14,68043,612,64.510087,254,252,473019.7813,4022.601562,27,1,17.879155,80.340305,1766.366784,100.836602,255,1075680436,554654938,255,0.190702,0.087177,0.103525,1134,44,3,1,1,1,2,0,0,2,No
0.770256,tcp,-,FIN,10,6,534,268,19.474045,254,252,4995.741699,2326.499268,2,1,79.123333,137.22,4557.118168,224.288297,255,3921308155,3464986797,255,0.16528,0.084154,0.081126,53,45,5,1,2,1,4,0,0,4,No
1.068758,tcp,-,FIN,10,8,534,354,15.906314,254,252,3600.440918,2320.450439,2,1,113.858,129.13057,6788.046689,194.984781,255,3128263538,3872146534,255,0.248003,0.16484,0.083163,53,44,1,1,1,1,1,0,0,1,No
1.713923,tcp,-,FIN,60,16,68043,698,43.759259,254,252,312308.0938,3057.313477,27,1,29.5365,109.838664,3116.840476,182.263172,255,3405842547,2933410738,255,0.146024,0.066334,0.07969,1134,44,3,1,1,1,2,0,0,2,No
1.3536,tcp,-,FIN,10,8,534,354,12.559101,254,252,2842.789551,1832.151245,2,1,150.295556,174.181578,9668.715627,233.589484,255,1879891998,2521721810,255,0.316062,0.134326,0.181736,53,44,3,1,1,1,2,0,0,2,No
0.711079,tcp,-,FIN,10,6,534,268,21.094703,254,252,5411.494141,2520.11377,2,1,78.910222,120.120398,4055.385813,188.753125,255,85484116,3694215413,255,0.174478,0.110468,0.06401,53,45,3,1,1,1,2,0,0,2,No
1.901158,tcp,-,FIN,60,14,68043,612,38.397651,254,252,281550.5,2394.330322,27,1,31.539458,134.911922,3758.685116,259.621875,255,1795643734,451932011,255,0.212178,0.147276,0.064902,1134,44,2,1,1,1,1,0,0,1,No
0.859495,tcp,-,FIN,10,8,534,354,19.779057,254,252,4477.047852,2885.415283,2,1,93.352778,109.660141,6190.383292,151.694047,255,1102048284,1239430399,255,0.179228,0.091865,0.087363,53,44,5,1,1,1,4,0,0,4,No
0.510794,tcp,-,FIN,10,6,534,268,29.366047,254,252,7533.369629,3508.263672,2,1,54.008333,71.559203,2904.518895,103.935273,255,3603263512,1082290095,255,0.220929,0.152991,0.067938,53,45,5,1,2,1,4,0,0,4,No
0.529074,tcp,-,FIN,10,6,534,268,28.351421,254,252,7273.084473,3387.049805,2,1,52.239556,76.496602,2796.769229,112.085875,255,1711827022,2450027348,255,0.185029,0.146588,0.038441,53,45,5,1,2,1,4,0,0,4,No
0.461784,tcp,-,FIN,10,6,534,268,32.482719,254,252,8332.900391,3880.602051,2,1,47.968333,75.208797,2818.149273,111.231836,255,1779685272,1223745977,255,0.125964,0.085732,0.040232,53,45,5,1,1,1,4,0,0,4,No
0.570921,tcp,-,FIN,10,6,534,268,26.273337,254,252,6739.986816,3138.788086,2,1,60.761222,87.032203,3117.177743,123.818328,255,1420539013,2893583289,255,0.195292,0.135751,0.059541,53,45,6,1,1,1,5,0,0,5,No
0.539759,tcp,-,FIN,10,6,534,268,27.790181,254,252,7129.10791,3320.000244,2,0,11046.1404,18396.684,1099164.845,40949.804,255,4045143773,888953717,255,0.278494,0.094763,0.183731,53,45,6,1,3,2,5,0,0,5,No
0.861101,tcp,-,FIN,10,6,534,268,17.41956,254,252,4468.697754,2081.056641,2,1,95.581111,152.098,5989.771922,273.989844,255,458349660,227680873,255,0.177454,0.100608,0.076846,53,45,6,1,3,1,5,0,0,5,No
0.539759,tcp,-,FIN,10,6,534,268,27.790181,254,252,7129.10791,3320.000244,2,0,11046.1404,18396.684,1099164.845,40949.804,255,4045143773,888953717,255,0.278494,0.094763,0.183731,53,45,6,1,3,2,5,0,0,5,No
1.961358,tcp,-,FIN,58,14,67963,612,36.19941,254,252,272431.6563,2320.841064,26,1,33.815561,144.340844,3807.096057,259.315516,255,2886127822,1930563334,255,0.203475,0.08492,0.118555,1172,44,1,1,1,1,1,0,0,2,No
0.553396,tcp,-,FIN,10,6,534,268,27.105365,254,252,6953.429688,3238.1875,2,1,58.247556,91.969797,3297.491599,133.614422,255,2187216842,2944724055,255,0.189711,0.093539,0.096172,53,45,6,1,1,1,5,0,0,5,No
0.522499,tcp,-,FIN,10,6,534,268,28.708188,254,252,7364.606934,3429.671387,2,1,53.794333,84.086,2698.095826,117.111672,255,2535052451,1743961558,255,0.17344,0.102065,0.071375,53,45,4,1,2,2,4,0,0,4,No
0.522499,tcp,-,FIN,10,6,534,268,28.708188,254,252,7364.606934,3429.671387,2,1,53.794333,84.086,2698.095826,117.111672,255,2535052451,1743961558,255,0.17344,0.102065,0.071375,53,45,4,1,2,2,4,0,0,4,No
0.816726,tcp,-,FIN,34,8,34230,354,50.200433,254,252,325435.9375,3036.513916,14,1,23.850575,89.348,2131.884431,117.913797,255,3434112364,4056273373,255,0.252216,0.191287,0.060929,1007,44,4,1,1,1,2,0,0,2,No
0.825711,tcp,-,FIN,10,6,534,268,18.166162,254,252,4660.226074,2170.250732,2,1,87.078667,152.901,4572.314529,242.734813,255,3408692805,2713641449,255,0.190066,0.061201,0.128865,53,45,4,1,1,1,4,0,0,4,No
0.688009,tcp,-,FIN,10,6,534,268,21.80204,254,252,5592.949707,2604.616943,2,1,70.225889,116.364398,3741.811812,172.409219,255,1138149668,616890418,255,0.156716,0.106183,0.050533,53,45,4,1,1,1,4,0,0,4,No
1.076408,tcp,-,FIN,34,10,34230,440,39.947677,254,252,246924.9531,2943.121826,14,1,31.023092,107.416219,2770.778766,164.314984,255,3960273827,3086346337,255,0.209126,0.109659,0.099467,1007,44,4,1,1,1,2,0,0,2,No
0.855328,tcp,-,FIN,10,6,534,268,17.537131,254,252,4498.858887,2095.102539,2,1,91.300778,150.193594,4608.684364,236.705078,255,3033987442,1878789480,255,0.254151,0.104355,0.149796,53,45,2,1,1,1,2,0,0,2,No
0.637328,tcp,-,FIN,10,8,534,354,26.673862,254,252,6037.707031,3891.24585,2,1,70.814222,72.195711,3826.298243,138.669422,255,3193519336,226761966,255,0.184307,0.113976,0.070331,53,44,2,1,1,1,2,0,0,2,No
1.197226,tcp,-,FIN,34,10,34230,440,35.916359,254,252,222006.5313,2646.116943,14,1,36.253668,111.591781,3105.965133,151.854375,255,3190544405,2497923829,255,0.295458,0.192899,0.102559,1007,44,1,1,1,1,1,0,0,1,No
0.799743,tcp,-,FIN,10,8,534,354,21.256829,254,252,4811.545898,3100.996094,2,1,88.764667,102.392289,5555.117165,178.224969,255,1039195861,681338459,255,0.180843,0.082989,0.097854,53,44,4,1,1,1,2,0,0,2,No
0.71936,tcp,-,FIN,10,6,534,268,20.851869,254,252,5349.199219,2491.103271,2,1,73.864556,125.662398,3919.907489,189.933484,255,1227750541,2813594048,255,0.195872,0.091039,0.104833,53,45,4,1,1,1,2,0,0,2,No
1.207251,tcp,-,FIN,34,12,34230,526,37.274769,254,252,220163,3200.660156,14,1,36.583363,102.064367,3701.652711,121.706312,255,525221611,4022120471,255,0.100521,0.035202,0.065319,1007,44,1,1,1,1,1,0,0,1,No
1.59266,tcp,-,FIN,10,8,534,354,10.673967,254,252,2416.08374,1557.143433,2,1,173.497333,209.353578,12114.79428,308.004281,255,3703449262,686173054,255,0.202633,0.12718,0.075453,53,44,1,1,1,1,1,0,0,1,No
1.138442,tcp,-,FIN,34,10,34230,440,37.770917,254,252,233469.9375,2782.750244,14,1,33.918,118.243219,3195.116358,208.487219,255,671017870,4278645264,255,0.211523,0.07425,0.137273,1007,44,1,1,1,1,1,0,0,1,No
1.611455,tcp,-,FIN,34,12,34230,526,27.925075,254,252,164939.1406,2397.833008,14,1,47.519698,138.269359,4735.081343,234.707938,255,3245173365,2943731971,255,0.206838,0.090483,0.116355,1007,44,1,1,1,1,1,0,0,1,No
0.685369,tcp,-,FIN,10,8,534,354,24.804156,254,252,5614.493652,3618.48877,2,1,73.906222,83.256,4332.757125,145.631359,255,4184347017,3544568398,255,0.172928,0.102569,0.070359,53,44,2,1,1,1,2,0,0,2,No
1.820431,tcp,-,FIN,34,12,34230,526,24.719421,254,252,146004.9844,2122.574219,14,1,55.164574,155.185266,5952.508466,223.600313,255,131093154,3252428459,255,0.156065,0.07482,0.081245,1007,44,1,1,1,1,1,0,0,1,No
0.792712,tcp,-,FIN,10,6,534,268,18.922384,254,252,4854.222168,2260.593994,2,1,87.946556,139.818797,4540.442707,240.468641,255,2585373221,2808292255,255,0.212343,0.093609,0.118734,53,45,3,1,1,1,3,0,0,3,No
0.630616,tcp,-,FIN,10,6,534,268,23.786266,254,252,6101.970215,2841.665771,2,1,70.068444,103.702398,3665.388466,173.985562,255,723844772,3984034002,255,0.1462,0.090082,0.056118,53,45,3,1,1,1,3,0,0,3,No
0.625885,tcp,-,FIN,10,6,534,268,23.966064,254,252,6148.094238,2863.145752,2,1,63.095222,98.187,3310.496542,144.811719,255,2265288575,2989502038,255,0.208777,0.134947,0.07383,53,45,4,1,1,1,3,0,0,3,No
1.304083,tcp,-,FIN,34,12,34230,526,34.507006,254,252,203815.25,2963.001709,14,1,38.476606,108.799367,4276.37323,136.802109,255,3522359907,3933731675,255,0.202733,0.107287,0.095446,1007,44,1,1,1,1,1,0,0,2,No
0.622882,tcp,-,FIN,10,6,534,268,24.081607,254,252,6177.734863,2876.949463,2,1,69.114556,97.539602,3472.878667,161.864625,255,986472504,506163407,255,0.193483,0.135178,0.058305,53,45,3,1,1,1,3,0,0,3,No
0.572249,tcp,-,FIN,10,6,534,268,26.212366,254,252,6724.345703,3131.503906,2,1,63.476889,92.516203,3137.656152,137.856109,255,2674795348,1278701534,255,0.19121,0.109665,0.081545,53,45,4,1,1,1,3,0,0,3,No
0.937427,tcp,-,FIN,20,8,17286,354,28.802243,254,252,140145.3125,2645.539307,7,1,49.268476,110.597859,4728.101389,164.917797,255,4212718683,2167780062,255,0.255385,0.163234,0.092151,864,44,2,1,1,1,2,0,0,2,No
0.65961,tcp,-,FIN,10,6,534,268,22.740711,254,252,5833.750488,2716.75708,2,1,71.385889,117.474797,3683.380829,195.114422,255,1468548825,3512055047,255,0.224,0.072235,0.151765,53,45,4,1,1,1,3,0,0,3,No
0.632476,tcp,-,FIN,20,8,17286,354,42.689369,254,252,207716.9844,3921.097656,7,1,29.853579,84.203,2135.339343,107.685133,255,940885491,3629952852,255,0.177058,0.043046,0.134012,864,44,2,1,1,1,2,0,0,2,No
0.836522,tcp,-,FIN,10,8,534,354,20.322239,254,252,4599.998535,2964.656006,2,1,82.287111,107.523141,4841.093077,161.918422,255,67019045,3503958836,255,0.233492,0.083857,0.149635,53,44,3,1,1,1,3,0,0,3,No
0.446268,tcp,-,FIN,10,6,534,268,33.61209,254,252,8622.621094,4015.524414,2,1,47.092556,78.078203,2437.802709,118.420109,255,1062537025,4121388554,255,0.105378,0.055876,0.049502,53,45,3,1,1,1,3,0,0,3,No
0.744409,tcp,-,FIN,10,6,534,268,20.150212,254,252,5169.201172,2407.278809,2,1,92.948251,126.022,4394.005772,206.963266,255,3093534375,3469488213,255,0.235964,0.114298,0.121666,53,45,3,1,1,1,3,0,0,3,No
0.762414,tcp,-,FIN,20,8,17286,354,35.413831,254,252,172315.8281,3252.825928,7,1,40.077263,99.476711,3261.146044,129.265992,255,2752655546,1222300108,255,0.136365,0.066073,0.070292,864,44,2,1,1,1,2,0,0,2,No
0.519177,tcp,-,FIN,20,8,17286,354,52.005383,254,252,253046.6406,4776.791016,7,1,25.841315,64.483715,1916.910721,83.555039,255,3207970188,2521083813,255,0.118799,0.067786,0.051013,864,44,2,1,1,1,2,0,0,2,No
0.63248,tcp,-,FIN,10,8,534,354,26.878319,254,252,6083.986816,3921.07251,2,1,68.354444,81.122141,4515.518055,124.654531,255,1198903257,3299255839,255,0.127381,0.064622,0.062759,53,44,3,1,1,1,3,0,0,4,No
0.726324,tcp,-,FIN,10,6,534,268,20.65194,254,252,5297.911133,2467.218506,2,1,76.424778,127.331203,4098.47559,212.971016,255,18451260,1468243438,255,0.159428,0.089665,0.069763,53,45,3,1,1,1,3,0,0,4,No
0.483116,tcp,-,FIN,10,6,534,268,31.048444,254,252,7964.960938,3709.25415,2,1,49.746556,80.739203,2551.198973,115.955531,255,2958463044,1078120746,255,0.135705,0.079417,0.056288,53,45,3,1,1,1,3,0,0,4,No
1.220888,tcp,-,FIN,10,8,534,354,13.924291,254,252,3151.804199,2031.30835,2,1,135.654222,156.830141,7448.812096,331.811188,255,3412630194,273268546,255,0.20162,0.085916,0.115704,53,44,2,1,1,1,2,0,0,2,No
1.685059,tcp,-,FIN,20,8,17286,354,16.023178,254,252,77965.22656,1471.758545,7,1,88.639632,221.945281,7895.888495,404.511031,255,420138050,3938645915,255,0.21793,0.131439,0.086491,864,44,1,1,1,1,1,0,0,1,No
0.594686,tcp,-,FIN,10,6,534,268,25.223396,254,252,6470.64209,3013.35498,2,1,63.038667,95.902,3212.410647,128.229562,255,2364886549,2868832845,255,0.226888,0.115172,0.111716,53,45,2,1,1,1,2,0,0,2,No
0.63043,tcp,-,FIN,20,8,17286,354,42.827912,254,252,208391.1094,3933.822998,7,1,30.547895,84.698859,2471.571478,123.393039,255,1127659624,1274914727,255,0.121538,0.037529,0.084009,864,44,2,1,1,1,2,0,0,2,No
1.29563,tcp,-,FIN,10,8,534,354,13.12103,254,252,2969.983643,1914.126709,2,1,143.850444,174.409422,10143.41424,256.499703,255,1145694134,4230109752,255,0.172346,0.074763,0.097583,53,44,2,1,1,1,2,0,0,2,No
0.941741,tcp,-,FIN,10,8,534,354,18.051673,254,252,4086.049072,2633.42041,2,1,104.637889,121.302711,5638.338923,226.133531,255,3110705066,1025610026,255,0.193084,0.091911,0.101173,53,44,2,1,1,1,2,0,0,2,No
1.056353,tcp,-,FIN,20,8,17286,354,25.559638,254,252,124367.5234,2347.700195,7,1,53.304792,136.557719,4866.20261,190.027656,255,4218461659,1133222862,255,0.207851,0.100444,0.107407,864,44,2,1,1,1,2,0,0,2,No
0.607827,tcp,-,FIN,20,8,17286,354,44.420534,254,252,216140.4375,4080.108154,7,1,31.990896,69.665711,2533.662118,96.404414,255,3678814804,824937117,255,0.143415,0.102516,0.040899,864,44,1,1,1,1,1,0,0,1,No
0.626751,tcp,-,FIN,10,6,534,268,23.932949,254,252,6139.599121,2859.189697,2,1,69.619889,106.015398,3652.478028,173.904359,255,709898781,361661566,255,0.264164,0.096665,0.167499,53,45,2,1,1,1,1,0,0,1,No
1.699626,tcp,-,FIN,14,8,8854,354,12.35566,254,252,38700.28125,1459.144531,4,1,130.736849,230.029578,8732.912617,357.603594,255,1025577267,1763999625,255,0.213557,0.089418,0.124139,632,44,1,1,1,1,1,0,0,1,No
0.791183,tcp,-,FIN,10,6,534,268,18.958951,254,252,4863.603027,2264.962646,2,1,87.909222,139.188797,4507.924194,230.189531,255,2299968224,816287476,255,0.168025,0.094171,0.073854,53,45,3,1,1,1,3,0,0,3,No
0.745424,tcp,-,FIN,10,6,534,268,20.122777,254,252,5162.163086,2404.000977,2,1,68.857,131.599594,3437.468723,163.947531,255,3492024575,4209959447,255,0.191632,0.087425,0.104207,53,45,3,1,1,1,3,0,0,3,No
0.549529,tcp,-,FIN,10,6,534,268,27.296102,254,252,7002.359863,3260.974365,2,1,61.058778,89.736,2975.421358,142.107922,255,2753147648,1477300574,255,0.145016,0.100188,0.044828,53,45,3,1,1,1,3,0,0,3,No
2.305187,tcp,-,FIN,14,8,8854,354,9.10989,254,252,28533.91016,1075.834595,4,1,174.40862,310.915844,14787.34307,488.095563,255,3119299823,1457004747,255,0.274752,0.128768,0.145984,632,44,1,1,1,1,1,0,0,1,No
0.896651,tcp,-,FIN,10,6,534,268,16.728916,254,252,4291.524414,1998.547852,2,1,97.022667,160.037797,5348.406924,254.733578,255,297687182,3280737504,255,0.151166,0.096453,0.054713,53,45,2,1,1,1,2,0,0,2,No
0.802407,tcp,-,FIN,10,6,534,268,18.693755,254,252,4795.571289,2233.280518,2,1,83.000111,128.421203,4354.731638,197.769156,255,3558521815,630575075,255,0.277114,0.160292,0.116822,53,45,2,1,1,1,2,0,0,2,No
0.789784,tcp,-,FIN,10,6,534,268,18.992534,254,252,4872.218262,2268.974854,2,1,79.441444,140.905797,4082.585384,199.765641,255,3706788283,2657798072,255,0.126532,0.085246,0.041286,53,45,3,1,1,1,2,0,0,2,No
0.745499,tcp,-,FIN,14,6,8854,268,25.486285,254,252,88230.83594,2403.759033,4,1,55.192154,131.783,3311.392472,195.149719,255,1380581801,2488939318,255,0.16751,0.086577,0.080933,632,45,1,1,1,1,1,0,0,1,No
0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.732,0,0,0,0,0,0,0,0,0,0,46,0,1,2,1,1,1,0,0,1,No
0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.748,0,10.95452,0,0,0,0,0,0,0,0,46,0,1,2,1,1,1,0,0,1,No
0.761406,tcp,-,FIN,10,6,534,268,19.700396,254,252,5053.808105,2353.540771,2,1,73.993,131.721594,3872.766851,191.848688,255,3887254525,2502661730,255,0.218855,0.102797,0.116058,53,45,3,1,1,1,2,0,0,2,No
0.608317,tcp,-,FIN,10,6,534,268,24.658196,254,252,6325.648926,2945.83252,2,1,67.590778,104.191203,3336.927808,171.432906,255,2790081759,708390272,255,0.188541,0.086341,0.1022,53,45,4,1,1,1,4,0,0,4,No
0.771224,tcp,-,FIN,14,6,8854,268,24.636162,254,252,85287.79688,2323.579102,4,1,56.37977,125.874797,3403.543553,192.553078,255,1113603433,3990002973,255,0.226017,0.141843,0.084174,632,45,2,1,1,1,2,0,0,2,No
0.732356,tcp,-,FIN,10,6,534,268,20.481842,254,252,5254.275391,2446.897461,2,1,78.602,103.748398,4301.896649,157.938375,255,3575341270,2732265086,255,0.31998,0.213609,0.106371,53,45,4,1,2,1,4,0,0,4,No
0.534289,tcp,-,FIN,10,6,534,268,28.074694,254,252,7202.094727,3353.98999,2,1,59.261,74.658398,3070.68093,121.340992,255,3347834447,3632763462,255,0.205487,0.160988,0.044499,53,45,4,1,2,1,4,0,0,4,No
1.027068,tcp,-,FIN,14,8,8854,354,20.446552,254,252,64042.49609,2414.640381,4,1,74.904924,133.887141,5219.865227,250.440125,255,1717779845,1630534340,255,0.220011,0.089853,0.130158,632,44,2,1,1,1,2,0,0,2,No
1.496519,tcp,-,FIN,10,8,534,354,11.359696,254,252,2571.300537,1657.179077,2,1,166.154556,199.216281,9879.098769,414.830469,255,687073756,11543948,255,0.192866,0.101996,0.09087,53,44,4,1,1,1,4,0,0,4,No
0.917643,tcp,-,FIN,14,8,8854,354,22.884716,254,252,71679.28906,2702.575928,4,1,70.587924,118.556141,5632.683451,161.361297,255,42087571,3588804293,255,0.158145,0.087127,0.071018,632,44,2,1,1,1,2,0,0,3,No
0.622413,tcp,-,FIN,14,6,8854,268,30.526356,254,252,105679.0313,2879.117432,4,1,47.877924,110.696602,2954.686361,186.193859,255,1706877364,3297792177,255,0.122004,0.068189,0.053815,632,45,2,1,1,1,2,0,0,3,No
0.648774,tcp,-,FIN,14,6,8854,268,29.286006,254,252,101385.0703,2762.132812,4,1,49.905694,100.688602,3123.877627,171.376094,255,115014244,3853924390,255,0.156707,0.09964,0.057067,632,45,1,1,1,1,1,0,0,1,No
1.086936,tcp,-,FIN,10,8,534,354,15.640295,254,252,3540.226807,2281.643066,2,1,120.670667,143.744281,6950.332304,234.088953,255,1227731360,1980480585,255,0.138859,0.08072,0.058139,53,44,1,1,1,1,1,0,0,1,No
0.96957,tcp,-,FIN,12,8,4678,354,19.596316,254,252,35388.88281,2557.834961,3,1,83.164728,124.849711,5715.60787,173.088172,255,1099335489,2695913083,255,0.161528,0.095613,0.065915,390,44,2,1,1,1,2,0,0,2,No
0.924929,tcp,-,FIN,12,8,4678,354,20.542117,254,252,37096.90234,2681.286865,3,1,79.979548,124.42343,5001.116717,186.782031,255,924825045,2541475797,255,0.156176,0.053956,0.10222,390,44,2,1,1,1,2,0,0,2,No
0.986887,tcp,-,FIN,10,8,534,354,17.225883,254,252,3899.129395,2512.952393,2,1,109.547333,126.358289,5832.486258,241.788406,255,427460470,187306333,255,0.186013,0.102377,0.083636,53,44,1,1,1,1,1,0,0,1,No
0.853788,tcp,-,FIN,10,8,534,354,19.911266,254,252,4506.973633,2904.702393,2,1,89.709444,108.488711,6226.984957,142.249234,255,3661761876,3939269617,255,0.126687,0.094364,0.032323,53,44,2,1,1,1,2,0,0,2,No
1.098576,tcp,-,FIN,10,6,534,268,13.65404,254,252,3502.716309,1631.202637,2,1,117.336111,202.495,7553.934174,354.698,255,78884545,1455987186,255,0.170101,0.086092,0.084009,53,45,2,1,1,1,2,0,0,2,No
0.735988,tcp,-,FIN,12,8,4678,354,25.815638,254,252,46620.32422,3369.620117,3,1,62.581274,81.662711,4025.321843,129.968664,255,4036969583,4233498829,255,0.208781,0.16434,0.044441,390,44,2,1,1,1,2,0,0,2,No
0.634767,tcp,-,FIN,12,6,4678,268,26.781481,254,252,54054.48047,2823.083252,3,1,54.28182,112.524602,3298.180703,172.001047,255,3662450247,349226985,255,0.19783,0.072143,0.125687,390,45,2,1,1,1,2,0,0,2,No
0.614621,tcp,-,FIN,10,6,534,268,24.405285,254,252,6260.769043,2915.61792,2,1,63.528222,107.622,3337.761825,147.236578,255,856824230,1354585946,255,0.211622,0.076506,0.135116,53,45,4,1,1,1,4,0,0,4,No
0.679848,tcp,-,FIN,12,6,4678,268,25.005589,254,252,50470.10547,2635.883301,3,1,61.722456,120.147797,3499.754391,200.579219,255,3139116294,1011321927,255,0.167543,0.079101,0.088442,390,45,3,1,1,1,3,0,0,3,No
0.594847,tcp,-,FIN,10,6,534,268,25.216567,254,252,6468.890137,3012.539307,2,1,64.222333,104.077203,3424.096829,168.335469,255,945121910,3606605796,255,0.167993,0.074452,0.093541,53,45,4,1,1,1,4,0,0,4,No
