dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,ct_srv_src,ct_state_ttl,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_srv_dst,Decision
0.249377,tcp,-,CON,6,2,998,86,28.069951,62,252,26690.51367,1379.437622,2,1,49.8754,0.008,2669.693379,0,255,193294518,1120001309,255,0.172425,0.122549,0.049876,166,43,6,3,2,1,5,0,0,5,No
0.224021,tcp,-,CON,6,2,998,86,31.24707,62,252,29711.5,1535.570312,2,1,44.8042,0.008,2435.874419,0,255,1337435131,4069088444,255,0.159898,0.107286,0.052612,166,43,6,3,2,1,5,0,0,5,No
0.228363,tcp,-,CON,6,2,998,86,30.652951,62,252,29146.57617,1506.373535,2,1,45.6726,0.002,2816.461731,0,255,3349321096,176230816,255,0.19664,0.116835,0.079805,166,43,5,3,1,1,4,0,0,4,No
0.293856,tcp,-,CON,6,2,998,86,23.821192,62,252,22650.55078,1170.641479,2,1,58.7712,0.006,3635.202545,0,255,1317172780,3318129329,255,0.253966,0.179384,0.074582,166,43,6,3,2,1,5,0,0,5,No
0.549438,tcp,-,CON,6,2,998,86,12.740291,62,252,12114.19629,626.094299,2,1,109.8876,0.008,6773.717156,0,255,3621270966,1125414767,255,0.472877,0.386558,0.086319,166,43,5,3,3,1,4,0,0,4,No
0.686401,tcp,-,CON,6,2,998,86,10.19812,62,252,9696.955078,501.164764,2,1,137.2802,0.001,7544.411647,0,255,2403010440,229478791,255,0.186458,0.111213,0.075245,166,43,5,3,3,1,4,0,0,4,No
0.29792,tcp,-,CON,6,2,998,86,23.496241,62,252,22341.56836,1154.672485,2,1,59.584,0.002,3037.686299,0,255,2155600105,156480024,255,0.119091,0.060648,0.058443,166,43,5,3,3,1,4,0,0,4,No
0.220448,tcp,-,CON,6,2,998,86,31.75352,62,252,30193.06055,1560.45874,2,1,44.0896,0.001,2380.881547,0,255,3026530422,974329998,255,0.155265,0.095602,0.059663,166,43,4,3,1,1,4,0,0,4,No
0.166663,tcp,-,CON,6,2,998,86,42.000923,62,252,39936.87891,2064.04541,2,1,33.3326,0.007,1861.819584,0,255,2575229313,1971262018,255,0.124865,0.07277,0.052095,166,43,8,3,1,1,8,0,0,8,No
0.255956,tcp,-,CON,6,2,998,86,27.348451,62,252,26004.4707,1343.981079,2,1,51.1912,0.007,2790.737392,0,255,4087441310,1362865742,255,0.183643,0.112254,0.071389,166,43,4,3,3,1,4,0,0,4,No
0.307152,tcp,-,CON,6,2,998,86,22.790019,62,252,21670.05273,1119.966675,2,1,61.4304,0.007,3255.194026,0,255,86159305,231484970,255,0.207576,0.072765,0.134811,166,43,4,3,3,1,4,0,0,4,No
0.235661,tcp,-,CON,6,2,998,86,29.703685,62,252,28243.96094,1459.723877,2,1,47.1322,0.002,3082.123547,0,255,3564965429,207489952,255,0.21718,0.168321,0.048859,166,43,4,3,3,1,4,0,0,4,No
0.163082,tcp,-,CON,6,2,998,86,42.923191,62,252,40813.82422,2109.368164,2,1,32.6164,0.005,2129.224415,0,255,1194769729,3772967644,255,0.150005,0.092556,0.057449,166,43,8,3,4,1,8,0,0,8,No
0.180614,tcp,-,CON,6,2,998,86,38.756687,62,252,36852.07422,1904.614258,2,1,36.1228,0.001,2257.999425,0,255,388376509,359411339,255,0.15809,0.110791,0.047299,166,43,8,3,4,1,8,0,0,8,No
0.139874,tcp,-,CON,6,2,998,86,50.045042,62,252,47585.68359,2459.356445,2,1,27.9748,0.007,1572.578449,0,255,2629959034,1856025353,255,0.105904,0.068796,0.037108,166,43,8,3,4,1,8,0,0,8,No
0.175949,tcp,-,CON,6,2,998,86,39.784254,62,252,37829.14063,1955.111938,2,1,35.1898,0.009,2023.551828,0,255,1339420777,3420754320,255,0.137981,0.077767,0.060214,166,43,8,3,4,1,8,0,0,8,No
0.203095,tcp,-,CON,6,2,998,86,34.466628,62,252,32772.83984,1693.788574,2,1,40.619,0.009,2604.623413,0,255,3355123240,2151277536,255,0.183103,0.103777,0.079326,166,43,8,3,3,1,8,0,0,8,No
0.114191,tcp,-,CON,6,2,998,86,61.300801,62,252,58288.30469,3012.496582,2,1,22.8382,0.007,1356.098761,0,255,3167136254,3328049824,255,0.093687,0.058262,0.035425,166,43,8,3,3,1,8,0,0,8,No
0.164457,tcp,-,CON,6,2,998,86,42.564319,62,252,40472.58594,2091.732178,2,1,32.8914,0.009,2169.153798,0,255,4125261707,414320741,255,0.152962,0.090808,0.062154,166,43,8,3,3,1,8,0,0,8,No
0.131878,tcp,-,CON,6,2,998,86,53.07936,62,252,50470.88672,2608.471436,2,1,26.3756,0.004,1636.063365,0,255,3035467980,708230788,255,0.114368,0.05799,0.056378,166,43,6,3,2,1,7,0,0,6,No
0.227456,tcp,-,CON,6,2,998,86,30.775182,62,252,29262.80273,1512.380371,2,1,45.4912,0.006,2751.755149,0,255,2940438527,1627160971,255,0.191197,0.142402,0.048795,166,43,6,3,2,1,7,0,0,6,No
0.173442,tcp,-,CON,6,2,998,86,40.359312,62,252,38375.94141,1983.371948,2,1,34.6884,0.007,2025.721131,0,255,3011685989,180075229,255,0.139081,0.096182,0.042899,166,43,6,3,4,1,7,0,0,6,No
0.216973,tcp,-,CON,6,2,998,86,32.262078,62,252,30676.62695,1585.450684,2,1,43.3946,0.002,2761.581018,0,255,4267224956,243281085,255,0.193935,0.130605,0.06333,166,43,6,3,4,1,7,0,0,6,No
0.199585,tcp,-,CON,6,2,998,86,35.072775,62,252,33349.19922,1723.576416,2,1,39.917,0.001,2379.246317,0,255,3651832466,2310494376,255,0.164584,0.100657,0.063927,166,43,6,3,4,1,7,0,0,6,No
0.209438,tcp,-,CON,6,2,998,86,33.42278,62,252,31780.28906,1642.490845,2,1,41.8876,0.007,2612.990629,0,255,1218847352,2923833858,255,0.182868,0.135112,0.047756,166,43,6,3,4,1,7,0,0,6,No
0.153962,tcp,-,CON,6,2,998,86,45.465764,62,252,43231.44531,2234.317627,2,1,30.7924,0.007,1967.357627,0,255,643633805,3017362638,255,0.138234,0.102603,0.035631,166,43,5,3,3,1,5,0,0,5,No
0.352553,tcp,-,CON,6,2,998,86,19.85517,62,252,18879.42969,975.739807,2,1,70.5106,0.004,4083.512999,0,255,3600467304,2184843146,255,0.279367,0.129555,0.149812,166,43,5,3,3,1,5,0,0,5,No
0.311397,tcp,-,CON,6,2,998,86,22.479344,62,252,21374.64453,1104.699219,2,1,62.2794,0.007,3446.887936,0,255,2474152545,430306688,255,0.229666,0.135019,0.094647,166,43,5,3,3,1,5,0,0,5,No
0.139017,tcp,-,CON,6,2,998,86,50.353554,62,252,47879.03516,2474.517578,2,1,27.8034,0.009,1643.843031,0,255,2928265015,3684541264,255,0.113393,0.077358,0.036035,166,43,5,3,2,1,5,0,0,5,No
0.18565,tcp,-,CON,6,2,998,86,37.705358,62,252,35852.41016,1852.949097,2,1,37.13,0.007,2285.010877,0,255,1068036158,292660876,255,0.159456,0.075202,0.084254,166,43,5,3,3,1,5,0,0,5,No
0.131043,tcp,-,CON,6,2,998,86,53.41758,62,252,50792.48828,2625.092529,2,1,26.2086,0.002,1486.619487,0,255,332474872,2604561416,255,0.100655,0.070075,0.03058,166,43,5,3,2,1,5,0,0,5,No
0.133937,tcp,-,CON,6,2,998,86,52.263377,62,252,49695.00391,2568.371582,2,1,26.7874,0.006,1699.31612,0,255,1049225656,4051349773,255,0.119275,0.082822,0.036453,166,43,5,3,3,1,5,0,0,5,No
0.218436,tcp,-,CON,6,2,998,86,32.045999,62,252,30471.16797,1574.831909,2,1,43.6872,0.007,2529.671245,0,255,1875654087,221283572,255,0.173049,0.131907,0.041142,166,43,5,3,3,1,5,0,0,5,No
0.427477,tcp,-,CON,6,2,998,86,16.37515,62,252,15570.42871,804.72168,2,1,85.4954,0.008,5490.579389,0,255,608862751,197967115,255,0.386073,0.079736,0.306337,166,43,6,3,2,1,6,0,0,6,No
0.135359,tcp,-,CON,6,2,998,86,51.714328,62,252,49172.9375,2541.389893,2,1,27.0718,0.009,1599.716218,0,255,2211277496,38697850,255,0.110329,0.088813,0.021516,166,43,6,3,2,1,6,0,0,6,No
0.140303,tcp,-,CON,6,2,998,86,49.892019,62,252,47440.18359,2451.836426,2,1,28.0606,0.002,1791.068651,0,255,3333960007,4042205318,255,0.125836,0.082571,0.043265,166,43,5,3,2,1,5,0,0,5,No
0.135614,tcp,-,CON,6,2,998,86,51.617092,62,252,49080.48047,2536.611328,2,1,27.1228,0.005,1751.137397,0,255,2729711366,4023341912,255,0.123213,0.054458,0.068755,166,43,5,3,2,1,5,0,0,5,No
0.242959,tcp,-,CON,6,2,998,86,28.811446,62,252,27395.57031,1415.876831,2,1,48.5918,0.007,2914.940409,0,255,562679598,3029820773,255,0.202043,0.110204,0.091839,166,43,6,3,4,1,6,0,0,6,No
0.113634,tcp,-,CON,6,2,998,86,61.601283,62,252,58574.01953,3027.262939,2,1,22.7268,0.002,1496.415545,0,255,170426466,757154734,255,0.105513,0.081189,0.024324,166,43,6,3,4,1,6,0,0,6,No
0.179014,tcp,-,CON,6,2,998,86,39.103087,62,252,37181.44922,1921.637451,2,1,35.8028,0.008,2265.573081,0,255,2093583421,3679297297,255,0.158956,0.106724,0.052232,166,43,6,3,4,1,6,0,0,6,No
0.501361,tcp,-,CON,6,2,998,86,13.961995,62,252,13275.86231,686.132324,2,1,100.2722,0.004,6387.572928,0,255,2031658611,1707488589,255,0.448637,0.0921,0.356537,166,43,6,3,4,1,6,0,0,6,No
0.223069,tcp,-,CON,6,2,998,86,31.380425,62,252,29838.30078,1542.123779,2,1,44.6138,0.007,2389.699568,0,255,2447907211,1247366230,255,0.154464,0.079041,0.075423,166,43,8,3,5,1,8,0,0,8,No
0.154185,tcp,-,CON,6,2,998,86,45.400007,62,252,43168.92188,2231.086182,2,1,30.837,0.008,2035.757169,0,255,4201237195,9220003,255,0.143569,0.080617,0.062952,166,43,8,3,5,1,8,0,0,8,No
0.14456,tcp,-,CON,6,2,998,86,48.422802,62,252,46043.16797,2379.634766,2,1,28.912,0.009,1749.824408,0,255,1045908982,2607787556,255,0.121596,0.073457,0.048139,166,43,8,3,5,1,8,0,0,8,No
0.141471,tcp,-,CON,6,2,998,86,49.480106,62,252,47048.51172,2431.59375,2,1,28.2942,0.001,1812.082172,0,255,1688552919,161912172,255,0.127372,0.070117,0.057255,166,43,8,3,5,1,8,0,0,8,No
0.133702,tcp,-,CON,6,2,998,86,52.35524,62,252,49782.35547,2572.885986,2,1,26.7404,0.007,1753.68991,0,255,2252380336,1519915180,255,0.123603,0.056667,0.066936,166,43,8,3,5,1,8,0,0,8,No
0.152563,tcp,-,CON,6,2,998,86,45.882683,62,252,43627.875,2254.806152,2,1,30.5126,0.007,2038.120873,0,255,2223999989,3980770248,255,0.143865,0.077468,0.066397,166,43,8,3,3,1,8,0,0,8,No
0.159079,tcp,-,CON,6,2,998,86,44.003294,62,252,41840.84766,2162.44751,2,1,31.8158,0.008,2065.90817,0,255,967259079,1406463585,255,0.145457,0.07837,0.067087,166,43,8,3,3,1,8,0,0,8,No
0.132817,tcp,-,CON,6,2,998,86,52.704097,62,252,50114.06641,2590.029785,2,1,26.5634,0.003,1686.128341,0,255,2182897842,1191041586,255,0.118362,0.083191,0.035171,166,43,8,3,3,1,8,0,0,8,No
0.201635,tcp,-,CON,6,2,998,86,34.716195,62,252,33010.14063,1706.052979,2,1,40.327,0.009,2410.813068,0,255,2660825232,237850161,255,0.166918,0.078,0.088918,166,43,6,3,2,1,6,0,0,6,No
0.187421,tcp,-,CON,6,2,998,86,37.349071,62,252,35513.63281,1835.440063,2,1,37.4842,0.002,2227.034554,0,255,2387876558,268994158,255,0.153891,0.070849,0.083042,166,43,6,3,2,1,6,0,0,6,No
0.636362,tcp,-,CON,6,2,998,86,11.000028,62,252,10459.45508,540.572815,2,1,127.2724,0.005,8447.403555,0,255,484171989,44430543,255,0.596023,0.069686,0.526337,166,43,6,3,4,1,6,0,0,6,No
0.159975,tcp,-,CON,6,2,998,86,43.756835,62,252,41606.5,2150.335938,2,1,31.995,0.004,2057.714304,0,255,2494056126,3772793091,255,0.144717,0.068936,0.075781,166,43,6,3,4,1,6,0,0,6,No
0.142506,tcp,-,CON,6,2,998,86,49.120738,62,252,46706.80469,2413.93335,2,1,28.5012,0.007,1860.413946,0,255,3060299179,1380997030,255,0.131063,0.066138,0.064925,166,43,6,3,4,1,6,0,0,6,No
0.155551,tcp,-,CON,6,2,998,86,45.001317,62,252,42789.82422,2211.493408,2,1,31.1102,0.032,2026.286855,0,255,4072702651,2091730278,255,0.142692,0.07714,0.065552,166,43,6,3,4,1,6,0,0,6,No
0.162221,tcp,-,CON,6,2,998,86,43.15101,62,252,41030.44531,2120.563965,2,1,32.4442,0.006,1952.411556,0,255,1095644016,2097895589,255,0.135455,0.076285,0.05917,166,43,7,3,3,1,6,0,0,6,No
0.298012,tcp,-,CON,6,2,998,86,23.488988,62,252,22334.67188,1154.315918,2,1,59.6024,0.009,3471.122067,0,255,875135039,2931654417,255,0.238042,0.177293,0.060749,166,43,7,3,3,1,6,0,0,6,No
0.308634,tcp,-,CON,6,2,998,86,22.680585,62,252,21565.99609,1114.588745,2,1,61.7268,0.008,3512.567556,0,255,3384058243,1945159599,255,0.23823,0.141099,0.097131,166,43,7,3,3,1,6,0,0,6,No
0.219237,tcp,-,CON,6,2,998,86,31.928917,62,252,30359.83984,1569.078247,2,1,43.8474,0.007,2192.157255,0,255,2268458849,2848184675,255,0.111929,0.061655,0.050274,166,43,7,3,3,1,6,0,0,6,No
0.226377,tcp,-,CON,6,2,998,86,30.92187,62,252,29402.28125,1519.588989,2,1,45.2754,0.007,2710.411456,0,255,988869923,4180143277,255,0.187748,0.130094,0.057654,166,43,7,3,3,1,6,0,0,6,No
0.184105,tcp,-,CON,6,2,998,86,38.021782,62,252,36153.28516,1868.499023,2,1,36.821,0.009,2410.632595,0,255,1616125523,4269252501,255,0.169876,0.098273,0.071603,166,43,7,3,1,1,7,0,0,7,No
0.190661,tcp,-,CON,6,2,998,86,36.714378,62,252,34910.12891,1804.24939,2,1,38.1322,0.009,2315.612416,0,255,16243062,25147437,255,0.161061,0.106109,0.054952,166,43,7,3,3,1,6,0,0,6,No
0.163178,tcp,-,CON,6,2,998,86,42.89794,62,252,40789.8125,2108.127441,2,1,32.6356,0.003,2076.774926,0,255,1404471680,3365615749,255,0.145842,0.104129,0.041713,166,43,7,3,5,1,7,0,0,7,No
0.185602,tcp,-,CON,6,2,998,86,37.715112,62,252,35861.68359,1853.428345,2,1,37.1204,0.009,1982.187218,0,255,2388593470,2149557513,255,0.127654,0.083965,0.043689,166,43,7,3,5,1,7,0,0,7,No
0.187516,tcp,-,CON,6,2,998,86,37.330147,62,252,35495.63672,1834.510132,2,1,37.5032,0.007,2318.8625,0,255,4233963938,1326940024,255,0.161989,0.076223,0.085766,166,43,7,3,5,1,7,0,0,7,No
0.182521,tcp,-,CON,6,2,998,86,38.351751,62,252,36467.03516,1884.7146,2,1,36.5042,0.004,2203.092467,0,255,352672823,985659969,255,0.152978,0.06064,0.092338,166,43,7,3,5,1,7,0,0,7,No
0.116232,tcp,-,CON,6,2,998,86,60.224379,62,252,57264.78125,2959.598145,2,1,23.2464,0.007,1491.25574,0,255,2891015362,1183669237,255,0.10484,0.065085,0.039755,166,43,7,3,5,1,7,0,0,7,No
0.160768,tcp,-,CON,6,2,998,86,43.541003,62,252,41401.27344,2139.729248,2,1,32.1536,0.007,2033.759667,0,255,2922817892,2448880921,255,0.142682,0.073424,0.069258,166,43,7,3,1,1,7,0,0,7,No
0.123722,tcp,-,CON,6,2,998,86,56.578457,62,252,53798.03125,2780.427002,2,1,24.7444,0.007,1567.808176,0,255,1648384654,3440122666,255,0.110054,0.044791,0.065263,166,43,6,3,3,1,6,0,0,6,No
0.157229,tcp,-,CON,6,2,998,86,44.521047,62,252,42333.15625,2187.891357,2,1,31.4458,0.009,2071.20442,0,255,1618879708,175218416,255,0.146038,0.076892,0.069146,166,43,6,3,3,1,6,0,0,6,No
0.399447,tcp,-,CON,6,2,998,86,17.524228,62,252,16663.03711,861.190613,2,1,79.8894,0.002,5494.707079,0,255,4245940446,3383202400,255,0.388418,0.352141,0.036277,166,43,6,3,3,1,6,0,0,6,No
0.132371,tcp,-,CON,6,2,998,86,52.881676,62,252,50282.91797,2598.756592,2,1,26.4742,0.007,1684.241147,0,255,3923103065,2291650541,255,0.118267,0.080131,0.038136,166,43,8,3,1,1,8,0,0,8,No
0.133363,tcp,-,CON,6,2,998,86,52.488324,62,252,49908.89844,2579.42627,2,1,26.6726,0.03,1670.312726,0,255,1633200104,1189461280,255,0.116957,0.074582,0.042375,166,43,6,3,3,1,6,0,0,6,No
0.342861,tcp,-,CON,6,2,998,86,20.416437,62,252,19413.11523,1003.322083,2,1,68.5722,0.038,3439.595124,0,255,3979000515,3578732039,255,0.185664,0.092774,0.09289,166,43,6,3,3,1,6,0,0,6,No
0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.756,0,0,0,0,0,0,0,0,0,0,46,0,1,2,1,1,1,0,0,1,No
0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.756,0,0,0,0,0,0,0,0,0,0,46,0,1,2,1,1,1,0,0,1,No
0.187559,tcp,-,CON,6,2,998,86,37.321591,62,252,35487.5,1834.0896,2,1,37.5118,0.007,2013.029372,0,255,3228337094,2410387461,255,0.13039,0.054199,0.076191,166,43,6,3,3,1,6,0,0,6,No
0.134359,tcp,-,CON,6,2,998,86,52.099226,62,252,49538.92188,2560.304932,2,1,26.8718,0.002,1687.756571,0,255,2647801983,927272619,255,0.11827,0.08474,0.03353,166,43,8,3,6,1,8,0,0,8,No
0.141621,tcp,-,CON,6,2,998,86,49.4277,62,252,46998.68359,2429.018311,2,1,28.3242,0.009,1707.742803,0,255,3948910375,18856360,255,0.118545,0.085406,0.033139,166,43,8,3,6,1,8,0,0,8,No
0.146428,tcp,-,CON,6,2,998,86,47.805063,62,252,45455.78516,2349.277344,2,1,29.2856,0.007,1730.381384,0,255,40202119,1405856571,255,0.119339,0.09014,0.029199,166,43,8,3,6,1,8,0,0,8,No
0.175139,tcp,-,CON,6,2,998,86,39.968255,62,252,38004.10156,1964.154297,2,1,35.0278,0.009,2285.988021,0,255,802274555,3784459826,255,0.161041,0.080211,0.08083,166,43,8,3,6,1,8,0,0,8,No
0.15039,tcp,-,CON,6,2,998,86,46.545648,62,252,44258.26172,2287.38623,2,1,30.078,0.008,1983.14936,0,255,4261943378,3188883410,255,0.139843,0.073606,0.066237,166,43,8,3,6,1,8,0,0,8,No
0.165403,tcp,-,CON,6,2,998,86,42.320879,62,252,40241.10938,2079.768799,2,1,33.0806,0.003,1994.478656,0,255,1395338861,549649448,255,0.138455,0.07003,0.068425,166,43,8,3,6,1,8,0,0,8,No
0.582196,tcp,-,CON,6,2,998,86,12.023442,62,252,11432.57617,590.866333,2,1,116.4392,0.002,7950.413202,0,255,550311203,1141601732,255,0.561871,0.064964,0.496907,166,43,4,3,3,1,3,0,0,3,No
0.185555,tcp,-,CON,6,2,998,86,37.724665,62,252,35870.76563,1853.897827,2,1,37.111,0.007,2203.94753,0,255,2711081045,176250477,255,0.152269,0.063764,0.088505,166,43,4,3,3,1,3,0,0,3,No
0.151269,tcp,-,CON,6,2,998,86,46.275178,62,252,44001.08203,2274.094482,2,1,30.2538,0.007,1883.276308,0,255,2492055687,2166265697,255,0.131744,0.070647,0.061097,166,43,4,3,3,1,3,0,0,3,No
0.130639,tcp,-,CON,6,2,998,86,53.582773,62,252,50949.5625,2633.210449,2,1,26.1278,0.008,1676.571157,0,255,3328822864,3634118149,255,0.117871,0.089613,0.028258,166,43,8,3,4,1,8,0,0,8,No
0.129319,tcp,-,CON,6,2,998,86,54.129711,62,252,51469.62109,2660.088623,2,1,25.8638,0.009,1559.06782,0,255,4079981410,3901919002,255,0.108216,0.064364,0.043852,166,43,8,3,4,1,8,0,0,8,No
0.392906,tcp,-,CON,6,2,998,86,17.815966,62,252,16940.4375,875.527466,2,1,78.5812,0.004,4198.537711,0,255,3401723026,1827606066,255,0.270564,0.180917,0.089647,166,43,8,3,4,1,8,0,0,8,No
0.167592,tcp,-,CON,6,2,998,86,41.768103,62,252,39715.5,2052.604004,2,1,33.5184,0.005,1965.526726,0,255,3992110143,1748267096,255,0.135169,0.082961,0.052208,166,43,8,3,4,1,8,0,0,8,No
0.109203,tcp,-,CON,6,2,998,86,64.100801,62,252,60950.70313,3150.096436,2,1,21.8406,0.002,1122.115719,0,255,1248833611,2661468072,255,0.067632,0.042289,0.025343,166,43,5,3,1,1,5,0,0,5,No
0.127929,tcp,-,CON,6,2,998,86,54.71785,62,252,52028.85938,2688.991455,2,1,25.5858,0.007,1700.381981,0,255,2449077420,1240595796,255,0.119981,0.062861,0.05712,166,43,8,3,4,1,8,0,0,8,No
0.230073,tcp,-,CON,6,2,998,86,30.425125,62,252,28929.94727,1495.177612,2,1,46.0146,0.008,2760.034669,0,255,903376178,145008216,255,0.191299,0.063336,0.127963,166,43,8,3,4,1,8,0,0,8,No
0.157095,tcp,-,CON,6,2,998,86,44.559025,62,252,42369.26563,2189.757812,2,1,31.419,0.001,1777.769172,0,255,3731218147,24573349,255,0.120197,0.096339,0.023858,166,43,8,3,4,1,8,0,0,8,No
0.166239,tcp,-,CON,6,2,998,86,42.108051,62,252,40038.74219,2069.309814,2,1,33.2478,0.008,1974.570567,0,255,2348493613,2321853066,255,0.136422,0.094738,0.041684,166,43,8,3,4,1,8,0,0,8,No
0.437679,tcp,-,CON,6,2,998,86,15.993457,62,252,15207.49219,785.964172,2,1,87.5358,0.009,6062.583477,0,255,3141634522,1436737613,255,0.42863,0.403724,0.024906,166,43,5,3,4,1,5,0,0,5,No
0.105554,tcp,-,CON,6,2,998,86,66.316767,62,252,63057.77344,3258.995361,2,1,21.1108,0.002,1366.340716,0,255,3805980457,4087538351,255,0.09617,0.049644,0.046526,166,43,5,3,4,1,5,0,0,5,No
0.136998,tcp,-,CON,6,2,998,86,51.095637,62,252,48584.65234,2510.985596,2,1,27.3996,0.003,1720.634274,0,255,2911217628,1193363150,255,0.120569,0.06892,0.051649,166,43,5,3,4,1,5,0,0,5,No
0.265763,tcp,-,CON,6,2,998,86,26.339256,62,252,25044.86914,1294.38623,2,1,53.1526,0,2661.631388,0,255,584301895,1687540393,255,0.140828,0.049522,0.091306,166,43,5,3,4,1,5,0,0,5,No
